id,title_english,title_original,director,country,winner,festival,year_festival,link_film,link_director
2460,Something Fishy,Pas très catholique,Tonie Marshall,France,0,berlin,1994,https://en.wikipedia.org/wiki/Something_Fishy_(film),https://en.wikipedia.org/wiki/Tonie_Marshall
2461,Philadelphia,Philadelphia,Jonathan Demme,USA,0,berlin,1994,https://en.wikipedia.org/wiki/Philadelphia_(film),https://en.wikipedia.org/wiki/Jonathan_Demme
2462,Smoking/No Smoking,N/A,Alain Resnais,France,0,berlin,1994,https://en.wikipedia.org/wiki/Smoking/No_Smoking,https://en.wikipedia.org/wiki/Alain_Resnais
2463,The Third Bank of the River,A Terceira Margem do Rio,Nelson Pereira dos Santos,"France, Brazil",0,berlin,1994,https://en.wikipedia.org/wiki/The_Third_Bank_of_the_River,https://en.wikipedia.org/wiki/Nelson_Pereira_dos_Santos
2464,Three Colors: White,N/A,Krzysztof Kieślowski,"France, Poland, Switzerland",0,berlin,1994,https://en.wikipedia.org/wiki/Three_Colors:_White,https://en.wikipedia.org/wiki/Krzysztof_Kie%C5%9Blowski
2465,The Addiction,The Addiction,Abel Ferrara,USA,0,berlin,1995,https://en.wikipedia.org/wiki/The_Addiction,https://en.wikipedia.org/wiki/Abel_Ferrara
2466,The Bait,L'appât,Bertrand Tavernier,France,1,berlin,1995,https://en.wikipedia.org/wiki/The_Bait_(1995_film),https://en.wikipedia.org/wiki/Bertrand_Tavernier
2467,Before Sunrise,Before Sunrise,Richard Linklater,"USA, Austria, Switzerland",0,berlin,1995,https://en.wikipedia.org/wiki/Before_Sunrise,https://en.wikipedia.org/wiki/Richard_Linklater
2468,Butterfly Kiss,Butterfly Kiss,Michael Winterbottom,UK,0,berlin,1995,https://en.wikipedia.org/wiki/Butterfly_Kiss,https://en.wikipedia.org/wiki/Michael_Winterbottom
2469,One Hundred and One Nights,Les cent et une nuits de Simon Cinéma,Agnès Varda,"France, UK",0,berlin,1995,https://en.wikipedia.org/wiki/One_Hundred_and_One_Nights,https://en.wikipedia.org/wiki/Agn%C3%A8s_Varda
2470,N/A,Colpo di luna,Alberto Simone,"Italy, Netherlands, France",0,berlin,1995,https://en.wikipedia.org/wiki/Colpo_di_luna,https://en.wikipedia.org/w/index.php?title=Alberto_Simone&action=edit&redlink=1
2471,Midaq Alley,El callejón de los milagros,Jorge Fons,Mexico,0,berlin,1995,https://en.wikipedia.org/wiki/Midaq_Alley_(film),https://en.wikipedia.org/wiki/Jorge_Fons
2472,King of the River,El rey del río,Manuel Gutiérrez Aragón,Spain,0,berlin,1995,https://en.wikipedia.org/wiki/King_of_the_River_(film),https://en.wikipedia.org/wiki/Manuel_Guti%C3%A9rrez_Arag%C3%B3n
2473,Back to Roots,Gui tu,Raymond Leung,Hong Kong,0,berlin,1995,https://en.wikipedia.org/wiki/Back_to_Roots,https://en.wikipedia.org/w/index.php?title=Raymond_Leung&action=edit&redlink=1
2474,Hades,N/A,Herbert Achternbusch,Germany,0,berlin,1995,https://en.wikipedia.org/wiki/Hades_(film),https://en.wikipedia.org/wiki/Herbert_Achternbusch
2475,Red Rose White Rose,Hong mei gui bai mei gui,Stanley Kwan,"Hong Kong, Taiwan",0,berlin,1995,https://en.wikipedia.org/wiki/Red_Rose_White_Rose,https://en.wikipedia.org/wiki/Stanley_Kwan
2476,Blush,Hong fen,Li Shaohong,"Hong Kong, China",0,berlin,1995,https://en.wikipedia.org/wiki/Blush_(1995_film),https://en.wikipedia.org/wiki/Li_Shaohong
2477,Nobody's Fool,Nobody's Fool,Robert Benton,UK,0,berlin,1995,https://en.wikipedia.org/wiki/Nobody%27s_Fool_(1994_film),https://en.wikipedia.org/wiki/Robert_Benton
2478,A Play for a Passenger,Pyesa dlya passazhira,Vadim Abdrashitov,Russia,0,berlin,1995,https://en.wikipedia.org/wiki/A_Play_for_a_Passenger,https://en.wikipedia.org/wiki/Vadim_Abdrashitov
2479,N/A,Sh'Chur,Shmuel Hasfari,Israel,0,berlin,1995,https://en.wikipedia.org/wiki/Sh%27Chur,https://en.wikipedia.org/wiki/Shmuel_Hasfari
2480,Silent Fall,Silent Fall,Bruce Beresford,USA,0,berlin,1995,https://en.wikipedia.org/wiki/Silent_Fall,https://en.wikipedia.org/wiki/Bruce_Beresford
2481,Smoke,Smoke,Wayne Wang,USA,0,berlin,1995,https://en.wikipedia.org/wiki/Smoke_(film),https://en.wikipedia.org/wiki/Wayne_Wang
2482,The Taebaek Mountains,Taebek sanmaek,Im Kwon-taek,South Korea,0,berlin,1995,https://en.wikipedia.org/wiki/The_Taebaek_Mountains,https://en.wikipedia.org/wiki/Im_Kwon-taek
2483,Cross My Heart and Hope to Die,Ti kniver i hjertet,Marius Holst,Norway,0,berlin,1995,https://en.wikipedia.org/wiki/Cross_My_Heart_and_Hope_to_Die_(film),https://en.wikipedia.org/wiki/Marius_Holst
2484,Transatlantis,N/A,Christian Wagner,Germany,0,berlin,1995,https://en.wikipedia.org/wiki/Transatlantis,https://en.wikipedia.org/wiki/Christian_Wagner_(director)
2485,The Blue Villa,Un bruit qui rend fou,"Alain Robbe-Grillet, Dimitri de Clercq","France, Belgium, Switzerland",0,berlin,1995,https://en.wikipedia.org/wiki/The_Blue_Villa,https://en.wikipedia.org/wiki/Alain_Robbe-Grillet https://en.wikipedia.org/w/index.php?title=Dimitri_de_Clercq&action=edit&redlink=1
2486,When Night Is Falling,When Night Is Falling,Patricia Rozema,Canada,0,berlin,1995,https://en.wikipedia.org/wiki/When_Night_Is_Falling,https://en.wikipedia.org/wiki/Patricia_Rozema
2487,Summer Snow,Xiatian De Xue,Ann Hui,Hong Kong,0,berlin,1995,https://en.wikipedia.org/wiki/Summer_Snow_(film),https://en.wikipedia.org/wiki/Ann_Hui
2488,Dead Man Walking,Dead Man Walking,Tim Robbins,USA,0,berlin,1996,https://en.wikipedia.org/wiki/Dead_Man_Walking_(film),https://en.wikipedia.org/wiki/Tim_Robbins
2489,Village of Dreams,Eno nakano bokuno mura,Yōichi Higashi,Japan,0,berlin,1996,https://en.wikipedia.org/wiki/Village_of_Dreams,https://en.wikipedia.org/wiki/Y%C5%8Dichi_Higashi
2490,N/A,Éxtasis,Mariano Barroso,Spain,0,berlin,1996,https://en.wikipedia.org/wiki/%C3%89xtasis_(film),https://en.wikipedia.org/wiki/Mariano_Barroso
2491,Faithful,Faithful,Paul Mazursky,USA,0,berlin,1996,https://en.wikipedia.org/wiki/Faithful_(1996_film),https://en.wikipedia.org/wiki/Paul_Mazursky
2492,Get Shorty,Get Shorty,Barry Sonnenfeld,USA,0,berlin,1996,https://en.wikipedia.org/wiki/Get_Shorty_(film),https://en.wikipedia.org/wiki/Barry_Sonnenfeld
2493,A Single Spark,N/A,Park Kwang-su,South Korea,0,berlin,1996,https://en.wikipedia.org/wiki/A_Single_Spark,https://en.wikipedia.org/wiki/Park_Kwang-su
2494,All Things Fair,Lust och fägring stor,Bo Widerberg,"Denmark, Sweden",0,berlin,1996,https://en.wikipedia.org/wiki/All_Things_Fair,https://en.wikipedia.org/wiki/Bo_Widerberg
2495,N/A,Mahjong,Edward Yang,Taiwan,0,berlin,1996,https://en.wikipedia.org/wiki/Mahjong_(film),https://en.wikipedia.org/wiki/Edward_Yang
2496,Mary Reilly,Mary Reilly,Stephen Frears,USA,0,berlin,1996,https://en.wikipedia.org/wiki/Mary_Reilly_(film),https://en.wikipedia.org/wiki/Stephen_Frears
2497,The Liars,Les menteurs,Élie Chouraqui,France,0,berlin,1996,https://en.wikipedia.org/wiki/The_Liars_(film),https://en.wikipedia.org/wiki/%C3%89lie_Chouraqui
2498,My Man,Mon homme,Bertrand Blier,France,0,berlin,1996,https://en.wikipedia.org/wiki/My_Man_(1996_film),https://en.wikipedia.org/wiki/Bertrand_Blier
2499,Portland,N/A,Niels Arden Oplev,Denmark,0,berlin,1996,https://en.wikipedia.org/wiki/Portland_(film),https://en.wikipedia.org/wiki/Niels_Arden_Oplev
2500,Restoration,Restoration,Michael Hoffman,"UK, USA",0,berlin,1996,https://en.wikipedia.org/wiki/Restoration_(1995_film),https://en.wikipedia.org/wiki/Michael_Hoffman_(American_director)
2501,Sun Valley,Rì guāng xiá gǔ,He Ping,China,0,berlin,1996,https://en.wikipedia.org/wiki/Sun_Valley_(film),https://en.wikipedia.org/wiki/He_Ping_(director)
2502,Richard III,Richard III,Richard Loncraine,"UK, USA",0,berlin,1996,https://en.wikipedia.org/wiki/Richard_III_(1995_film),https://en.wikipedia.org/wiki/Richard_Loncraine
2503,Sense and Sensibility,Sense and Sensibility,Ang Lee,"UK, USA",1,berlin,1996,https://en.wikipedia.org/wiki/Sense_and_Sensibility_(film),https://en.wikipedia.org/wiki/Ang_Lee
2504,Silent Night,Stille Nacht,Dani Levy,"Germany, Switzerland",0,berlin,1996,https://en.wikipedia.org/wiki/Silent_Night_(1995_film),https://en.wikipedia.org/wiki/Dani_Levy
2505,The Sun Has Ears,Taiyang you er,Yim Ho,Hong Kong,0,berlin,1996,https://en.wikipedia.org/wiki/The_Sun_Has_Ears,https://en.wikipedia.org/wiki/Yim_Ho
2506,12 Monkeys,12 Monkeys,Terry Gilliam,USA,0,berlin,1996,https://en.wikipedia.org/wiki/12_Monkeys_(film),https://en.wikipedia.org/wiki/Terry_Gilliam
2507,A Summer in La Goulette,Un été à La Goulette,Férid Boughedir,"Tunisia, France, Belgium",0,berlin,1996,https://en.wikipedia.org/wiki/A_Summer_in_La_Goulette,https://en.wikipedia.org/wiki/F%C3%A9rid_Boughedir
2508,Strangled Lives,Vite strozzate,Ricky Tognazzi,"Italy, France, Belgium",0,berlin,1996,https://en.wikipedia.org/wiki/Strangled_Lives,https://en.wikipedia.org/wiki/Ricky_Tognazzi
2509,What I Have Written,What I Have Written,John Hughes,Australia,0,berlin,1996,https://en.wikipedia.org/wiki/What_I_Have_Written,https://en.wikipedia.org/w/index.php?title=John_Hughes_(Australian_director)&action=edit&redlink=1
2510,Holy Week,Wielki tydzień,Andrzej Wajda,Poland,0,berlin,1996,https://en.wikipedia.org/wiki/Holy_Week_(film),https://en.wikipedia.org/wiki/Andrzej_Wajda
2511,The Crucible,The Crucible,Nicholas Hytner,USA,0,berlin,1997,https://en.wikipedia.org/wiki/The_Crucible_(1996_film),https://en.wikipedia.org/wiki/Nicholas_Hytner
2512,The English Patient,The English Patient,Anthony Minghella,USA,0,berlin,1997,https://en.wikipedia.org/wiki/The_English_Patient_(film),https://en.wikipedia.org/wiki/Anthony_Minghella
2513,Get on the Bus,Get on the Bus,Spike Lee,USA,0,berlin,1997,https://en.wikipedia.org/wiki/Get_on_the_Bus,https://en.wikipedia.org/wiki/Spike_Lee
2514,Genealogies of a Crime,Généalogies d'un crime,Raúl Ruiz,"France, Portugal",0,berlin,1997,https://en.wikipedia.org/wiki/Genealogies_of_a_Crime,https://en.wikipedia.org/wiki/Ra%C3%BAl_Ruiz_(director)
2515,The River,He liu,Tsai Ming-liang,Taiwan,0,berlin,1997,https://en.wikipedia.org/wiki/The_River_(1997_film),https://en.wikipedia.org/wiki/Tsai_Ming-liang
2516,In Love and War,In Love and War,Richard Attenborough,USA,0,berlin,1997,https://en.wikipedia.org/wiki/In_Love_and_War_(1996_film),https://en.wikipedia.org/wiki/Richard_Attenborough
2517,The Island on Bird Street,N/A,Søren Kragh-Jacobsen,"Denmark, UK, Germany",0,berlin,1997,https://en.wikipedia.org/wiki/The_Island_on_Bird_Street_(film),https://en.wikipedia.org/wiki/S%C3%B8ren_Kragh-Jacobsen
2518,Life is All You Get,Das Leben ist eine Baustelle,Wolfgang Becker,Germany,0,berlin,1997,https://en.wikipedia.org/wiki/Life_is_All_You_Get,https://en.wikipedia.org/wiki/Wolfgang_Becker
2519,Under Western Eyes,Leneged Einayim Ma'araviyot,Joseph Pitchhadze,Israel,0,berlin,1997,https://en.wikipedia.org/wiki/Under_Western_Eyes_(1996_film),https://en.wikipedia.org/w/index.php?title=Joseph_Pitchhadze&action=edit&redlink=1
2520,Lucie Aubrac,N/A,Claude Berri,France,0,berlin,1997,https://en.wikipedia.org/wiki/Lucie_Aubrac_(film),https://en.wikipedia.org/wiki/Claude_Berri
2521,Surveillance,Mai fu,Huang Jianxin,China,0,berlin,1997,https://en.wikipedia.org/wiki/Surveillance_(1997_film),https://en.wikipedia.org/wiki/Huang_Jianxin
2522,Four Days in September,Four Days in September,Bruno Barreto,"Brazil, USA",0,berlin,1997,https://en.wikipedia.org/wiki/Four_Days_in_September,https://en.wikipedia.org/wiki/Bruno_Barreto
2523,Miss Nobody,Panna Nikt,Andrzej Wajda,Poland,0,berlin,1997,https://en.wikipedia.org/wiki/Miss_Nobody_(1996_film),https://en.wikipedia.org/wiki/Andrzej_Wajda
2524,The People vs. Larry Flynt,The People vs. Larry Flynt,Miloš Forman,"Canada, USA",1,berlin,1997,https://en.wikipedia.org/wiki/The_People_vs._Larry_Flynt,https://en.wikipedia.org/wiki/Milo%C5%A1_Forman
2525,N/A,Port Djema,Eric Heumann,"France, Italy, Greece",0,berlin,1997,https://en.wikipedia.org/wiki/Port_Djema,https://en.wikipedia.org/w/index.php?title=Eric_Heumann&action=edit&redlink=1
2526,Romeo + Juliet,Romeo + Juliet,Baz Luhrmann,USA,0,berlin,1997,https://en.wikipedia.org/wiki/Romeo_%2B_Juliet,https://en.wikipedia.org/wiki/Baz_Luhrmann
2527,Rosewood,Rosewood,John Singleton,USA,0,berlin,1997,https://en.wikipedia.org/wiki/Rosewood_(film),https://en.wikipedia.org/wiki/John_Singleton
2528,Viva Erotica,Se qing nan nu,Tung-Shing Yee,Hong Kong,0,berlin,1997,https://en.wikipedia.org/wiki/Viva_Erotica,https://en.wikipedia.org/wiki/Derek_Yee
2529,Secrets of the Heart,Secretos del corazón,Montxo Armendáriz,"France, Portugal, Spain",0,berlin,1997,https://en.wikipedia.org/wiki/Secrets_of_the_Heart_(film),https://en.wikipedia.org/wiki/Montxo_Armend%C3%A1riz
2530,Moonlight Serenade,Setouchi munraito serenade,Masahiro Shinoda,Japan,0,berlin,1997,https://en.wikipedia.org/wiki/Moonlight_Serenade_(1997_film),https://en.wikipedia.org/wiki/Masahiro_Shinoda
2531,Smilla's Feeling for Snow,N/A,Bille August,"Denmark, Germany, Sweden",0,berlin,1997,https://en.wikipedia.org/wiki/Smilla%27s_Sense_of_Snow_(film),https://en.wikipedia.org/wiki/Bille_August
2532,Comanche Territory,Territorio Comanche,Gerardo Herrero,"Spain, France, Germany, Argentina",0,berlin,1997,https://en.wikipedia.org/wiki/Comanche_Territory_(1997_film),https://en.wikipedia.org/wiki/Gerardo_Herrero
2533,Three Stories,Tri istorii,Kira Muratova,"Russia, Ukraine",0,berlin,1997,https://en.wikipedia.org/wiki/Three_Stories_(1997_film),https://en.wikipedia.org/wiki/Kira_Muratova
2534,Twin Town,Twin Town,Kevin Allen,UK,0,berlin,1997,https://en.wikipedia.org/wiki/Twin_Town,https://en.wikipedia.org/wiki/Kevin_Allen_(actor)
2535,Kitchen,Wo ai chu fang,Yim Ho,"Hong Kong, Japan",0,berlin,1997,https://en.wikipedia.org/wiki/Kitchen_(1997_film),https://en.wikipedia.org/wiki/Yim_Ho
2536,Barbara,N/A,Nils Malmros,"Denmark, Faroe Islands",0,berlin,1998,https://en.wikipedia.org/wiki/Barbara_(1997_film),https://en.wikipedia.org/wiki/Nils_Malmros
2537,The Big Lebowski,The Big Lebowski,Joel Coen,"USA, UK",0,berlin,1998,https://en.wikipedia.org/wiki/The_Big_Lebowski,https://en.wikipedia.org/wiki/Joel_Coen
2538,The Boxer,The Boxer,Jim Sheridan,"USA, Ireland",0,berlin,1998,https://en.wikipedia.org/wiki/The_Boxer_(1997_film),https://en.wikipedia.org/wiki/Jim_Sheridan
2539,The Boys,The Boys,Rowan Woods,Australia,0,berlin,1998,https://en.wikipedia.org/wiki/The_Boys_(1998_film),https://en.wikipedia.org/wiki/Rowan_Woods
2540,The Butcher Boy,The Butcher Boy,Neil Jordan,"USA, Ireland",0,berlin,1998,https://en.wikipedia.org/wiki/The_Butcher_Boy_(1997_film),https://en.wikipedia.org/wiki/Neil_Jordan
2541,Central Station,Central do Brasil,Walter Salles,"Brazil, France",1,berlin,1998,https://en.wikipedia.org/wiki/Central_Station_(film),https://en.wikipedia.org/wiki/Walter_Salles
2542,The Commissioner,The Commissioner,George Sluizer,"UK, USA, France, Germany, Belgium",0,berlin,1998,https://en.wikipedia.org/wiki/The_Commissioner_(film),https://en.wikipedia.org/wiki/George_Sluizer
2543,Sweet Degeneration,Fang lang,Lin Cheng-sheng,Taiwan,0,berlin,1998,https://en.wikipedia.org/wiki/Sweet_Degeneration,https://en.wikipedia.org/wiki/Lin_Cheng-sheng
2544,Girls' Night,Girls' Night,Nick Hurran,UK,0,berlin,1998,https://en.wikipedia.org/wiki/Girls%27_Night,https://en.wikipedia.org/wiki/Nick_Hurran
2545,Good Will Hunting,Good Will Hunting,Gus Van Sant,USA,0,berlin,1998,https://en.wikipedia.org/wiki/Good_Will_Hunting,https://en.wikipedia.org/wiki/Gus_Van_Sant
2546,I Want You,I Want You,Michael Winterbottom,UK,0,berlin,1998,https://en.wikipedia.org/wiki/I_Want_You_(1998_film),https://en.wikipedia.org/wiki/Michael_Winterbottom
2547,Jackie Brown,Jackie Brown,Quentin Tarantino,USA,0,berlin,1998,https://en.wikipedia.org/wiki/Jackie_Brown,https://en.wikipedia.org/wiki/Quentin_Tarantino
2548,The Perfect Guy,Jeanne et le Garçon formidable,"Olivier Ducastel, Jacques Martineau",France,0,berlin,1998,https://en.wikipedia.org/wiki/The_Perfect_Guy_(1998_film),https://en.wikipedia.org/wiki/Olivier_Ducastel https://en.wikipedia.org/wiki/Jacques_Martineau
2549,Left Luggage,N/A,Jeroen Krabbé,"USA, Netherlands, Belgium, UK",0,berlin,1998,https://en.wikipedia.org/wiki/Left_Luggage_(film),https://en.wikipedia.org/wiki/Jeroen_Krabb%C3%A9
2550,The Big Mambo,Das Mambospiel,Michael Gwisdek,Germany,0,berlin,1998,https://en.wikipedia.org/wiki/The_Big_Mambo,https://en.wikipedia.org/wiki/Michael_Gwisdek
2551,The Naked Eye,La mirada del otro,Vicente Aranda,Spain,0,berlin,1998,https://en.wikipedia.org/wiki/The_Naked_Eye_(1998_film),https://en.wikipedia.org/wiki/Vicente_Aranda
2552,Same Old Song,On connaît la chanson,Alain Resnais,"France, UK, Switzerland",0,berlin,1998,https://en.wikipedia.org/wiki/Same_Old_Song,https://en.wikipedia.org/wiki/Alain_Resnais
2553,Sada,N/A,Nobuhiko Obayashi,Japan,0,berlin,1998,https://en.wikipedia.org/wiki/Sada_(film),https://en.wikipedia.org/wiki/Nobuhiko_Obayashi
2554,The Sound of One Hand Clapping,The Sound of One Hand Clapping,Richard Flanagan,Australia,0,berlin,1998,https://en.wikipedia.org/wiki/The_Sound_of_One_Hand_Clapping_(film),https://en.wikipedia.org/wiki/Richard_Flanagan
2555,Country of the Deaf,Strana glukhikh,Valery Todorovsky,"Russia, France",0,berlin,1998,https://en.wikipedia.org/wiki/Country_of_the_Deaf,https://en.wikipedia.org/wiki/Valery_Todorovsky
2556,The Best Man,Il testimone dello sposo,Pupi Avati,Italy,0,berlin,1998,https://en.wikipedia.org/wiki/The_Best_Man_(1998_film),https://en.wikipedia.org/wiki/Pupi_Avati
2557,Too Much (Little) Love,Trop (peu) d'amour,Jacques Doillon,France,0,berlin,1998,https://en.wikipedia.org/wiki/Too_Much_(Little)_Love,https://en.wikipedia.org/wiki/Jacques_Doillon
2558,Wag the Dog,Wag the Dog,Barry Levinson,USA,0,berlin,1998,https://en.wikipedia.org/wiki/Wag_the_Dog,https://en.wikipedia.org/wiki/Barry_Levinson
2559,Xiu Xiu: The Sent Down Girl,N/A,Joan Chen,"Hong Kong, USA, Taiwan",0,berlin,1998,https://en.wikipedia.org/wiki/Xiu_Xiu:_The_Sent_Down_Girl,https://en.wikipedia.org/wiki/Joan_Chen
2560,Hold You Tight,"Yue kuai le, yue duo luo",Stanley Kwan,Hong Kong,0,berlin,1998,https://en.wikipedia.org/wiki/Hold_You_Tight_(film),https://en.wikipedia.org/wiki/Stanley_Kwan
2561,8mm,8mm,Joel Schumacher,"USA, Germany",0,berlin,1999,https://en.wikipedia.org/wiki/8mm_(film),https://en.wikipedia.org/wiki/Joel_Schumacher
2562,N/A,Aimée & Jaguar,Max Färberböck,Germany,0,berlin,1999,https://en.wikipedia.org/wiki/Aim%C3%A9e_%26_Jaguar,https://en.wikipedia.org/wiki/Max_F%C3%A4rberb%C3%B6ck
2563,The Color of Lies,Au coeur du mensonge,Claude Chabrol,France,0,berlin,1999,https://en.wikipedia.org/wiki/The_Color_of_Lies,https://en.wikipedia.org/wiki/Claude_Chabrol
2564,Breakfast of Champions,Breakfast of Champions,Alan Rudolph,USA,0,berlin,1999,https://en.wikipedia.org/wiki/Breakfast_of_Champions_(film),https://en.wikipedia.org/wiki/Alan_Rudolph
2565,It All Starts Today,Ça commence aujourd'hui,Bertrand Tavernier,France,0,berlin,1999,https://en.wikipedia.org/wiki/It_All_Starts_Today,https://en.wikipedia.org/wiki/Bertrand_Tavernier
2566,Cookie's Fortune,Cookie's Fortune,Robert Altman,USA,0,berlin,1999,https://en.wikipedia.org/wiki/Cookie%27s_Fortune,https://en.wikipedia.org/wiki/Robert_Altman
2567,Set Me Free,Emporte-moi,Léa Pool,"Switzerland, Canada, France",0,berlin,1999,https://en.wikipedia.org/wiki/Set_Me_Free_(1999_film),https://en.wikipedia.org/wiki/L%C3%A9a_Pool
2568,Between Your Legs,Entre las piernas,Manuel Gómez Pereira,"Spain, France",0,berlin,1999,https://en.wikipedia.org/wiki/Between_Your_Legs,https://en.wikipedia.org/wiki/Manuel_G%C3%B3mez_Pereira
2569,eXistenZ,eXistenZ,David Cronenberg,"Canada, UK, France",0,berlin,1999,https://en.wikipedia.org/wiki/Existenz,https://en.wikipedia.org/wiki/David_Cronenberg
2570,Glória,Glória,Manuela Viegas,"Portugal, France, Spain",0,berlin,1999,https://en.wikipedia.org/wiki/Gloria_(1999_Portuguese_film),https://en.wikipedia.org/wiki/Manuela_Viegas
2571,Journey to the Sun,Güneşe Yolculuk,Yeşim Ustaoğlu,"Turkey, Netherlands, Germany",0,berlin,1999,https://en.wikipedia.org/wiki/Journey_to_the_Sun,https://en.wikipedia.org/wiki/Ye%C5%9Fim_Ustao%C4%9Flu
2572,The Hi-Lo Country,The Hi-Lo Country,Stephen Frears,"USA, UK, Germany",0,berlin,1999,https://en.wikipedia.org/wiki/The_Hi-Lo_Country,https://en.wikipedia.org/wiki/Stephen_Frears
2573,N/A,Karnaval,Thomas Vincent,"France, Germany, Belgium, Switzerland",0,berlin,1999,https://en.wikipedia.org/wiki/Karnaval,https://en.wikipedia.org/wiki/Thomas_Vincent_(director)
2574,Keiho,39 keihō dai sanjūkyū jō,Yoshimitsu Morita,Japan,0,berlin,1999,https://en.wikipedia.org/wiki/Keiho,https://en.wikipedia.org/wiki/Yoshimitsu_Morita
2575,Mifune's Last Song,Mifune,Søren Kragh-Jacobsen,"Denmark, Sweden",0,berlin,1999,https://en.wikipedia.org/wiki/Mifune%27s_Last_Song,https://en.wikipedia.org/wiki/S%C3%B8ren_Kragh-Jacobsen
2576,Nightshapes,Nachtgestalten,Andreas Dresen,Germany,0,berlin,1999,https://en.wikipedia.org/wiki/Nightshapes,https://en.wikipedia.org/wiki/Andreas_Dresen
2577,The Girl of Your Dreams,La niña de tus ojos,Fernando Trueba,Spain,0,berlin,1999,https://en.wikipedia.org/wiki/The_Girl_of_Your_Dreams,https://en.wikipedia.org/wiki/Fernando_Trueba
2578,Playing by Heart,Playing by Heart,Willard Carroll,"USA, UK",0,berlin,1999,https://en.wikipedia.org/wiki/Playing_by_Heart,https://en.wikipedia.org/wiki/Willard_Carroll
2579,Ordinary Heroes,N/A,Ann Hui,"Hong Kong, China",0,berlin,1999,https://en.wikipedia.org/wiki/Ordinary_Heroes_(1999_film),https://en.wikipedia.org/wiki/Ann_Hui
2580,Shakespeare in Love,Shakespeare in Love,John Madden,"USA, UK",0,berlin,1999,https://en.wikipedia.org/wiki/Shakespeare_in_Love,https://en.wikipedia.org/wiki/John_Madden_(director)
2581,Simon Magus,Simon Magus,Ben Hopkins,"USA, UK, France, Germany, Italy",0,berlin,1999,https://en.wikipedia.org/wiki/Simon_Magus_(film),https://en.wikipedia.org/wiki/Ben_Hopkins
2582,The Thin Red Line,The Thin Red Line,Terrence Malick,"Canada, USA",1,berlin,1999,https://en.wikipedia.org/wiki/The_Thin_Red_Line_(1998_film),https://en.wikipedia.org/wiki/Terrence_Malick
2583,Three Seasons,N/A,Tony Bui,"USA, Vietnam",0,berlin,1999,https://en.wikipedia.org/wiki/Three_Seasons,https://en.wikipedia.org/wiki/Tony_Bui
2584,Urban Feel,N/A,Jonathan Sagall,Israel,0,berlin,1999,https://en.wikipedia.org/wiki/Urban_Feel,https://en.wikipedia.org/wiki/Jonathan_Sagall
2585,Any Given Sunday,Any Given Sunday,Oliver Stone,USA,0,berlin,2000,https://en.wikipedia.org/wiki/Any_Given_Sunday,https://en.wikipedia.org/wiki/Oliver_Stone
2586,The Beach,The Beach,Danny Boyle,"USA, UK",0,berlin,2000,https://en.wikipedia.org/wiki/The_Beach_(film),https://en.wikipedia.org/wiki/Danny_Boyle
2587,Boy's Choir,独立少年合唱団,Akira Ogata,Japan,0,berlin,2000,https://en.wikipedia.org/w/index.php?title=Boy%27s_Choir_(film)&action=edit&redlink=1,https://en.wikipedia.org/wiki/Akira_Ogata_(film_director)
2588,The Road Home,我的父亲母亲,Zhang Yimou,China,0,berlin,2000,https://en.wikipedia.org/wiki/The_Road_Home_(1999_film),https://en.wikipedia.org/wiki/Zhang_Yimou
2589,The Hurricane,The Hurricane,Norman Jewison,USA,0,berlin,2000,https://en.wikipedia.org/wiki/The_Hurricane_(1999_film),https://en.wikipedia.org/wiki/Norman_Jewison
2590,Love Me,Love me,Laetitia Masson,France,0,berlin,2000,https://en.wikipedia.org/w/index.php?title=Love_Me_(2000_film)&action=edit&redlink=1,https://en.wikipedia.org/wiki/Laetitia_Masson
2591,Magnolia,Magnolia,Paul Thomas Anderson,USA,1,berlin,2000,https://en.wikipedia.org/wiki/Magnolia_(film),https://en.wikipedia.org/wiki/Paul_Thomas_Anderson
2592,Clouds of May,Mayis Sikintisi,Nuri Bilge Ceylan,Turkey,0,berlin,2000,https://en.wikipedia.org/wiki/Clouds_of_May,https://en.wikipedia.org/wiki/Nuri_Bilge_Ceylan
2593,The Sea,El mar,Agustí Villaronga,Spain,0,berlin,2000,https://en.wikipedia.org/wiki/The_Sea_(2000_film),https://en.wikipedia.org/wiki/Agust%C3%AD_Villaronga
2594,The Million Dollar Hotel,The Million Dollar Hotel,Wim Wenders,"USA, UK, Germany",0,berlin,2000,https://en.wikipedia.org/wiki/The_Million_Dollar_Hotel,https://en.wikipedia.org/wiki/Wim_Wenders
2595,Man on the Moon,Man on the Moon,Miloš Forman,"USA, UK, Germany, Japan",0,berlin,2000,https://en.wikipedia.org/wiki/Man_on_the_Moon_(film),https://en.wikipedia.org/wiki/Milo%C5%A1_Forman
2596,Sky Hook,Небеска удица,Ljubiša Samardžić,"Yugoslavia, Italy",0,berlin,2000,https://en.wikipedia.org/wiki/Sky_Hook_(film),https://en.wikipedia.org/wiki/Ljubi%C5%A1a_Samard%C5%BEi%C4%87
2597,Paradiso: Seven Days with Seven Women,Paradiso – Sieben Tage mit sieben Frauen,Rudolf Thome,Germany,0,berlin,2000,https://en.wikipedia.org/w/index.php?title=Paradiso:_Seven_Days_with_Seven_Women&action=edit&redlink=1,https://en.wikipedia.org/wiki/Rudolf_Thome
