id,title_english,title_original,director,country,winner,festival,year_festival,link_film,link_director
18,The Two Lives of Mattia Pascal,Le due vite di Mattia Pascal,Mario Monicelli,Italy,0,cannes,1985,https://en.wikipedia.org/wiki/The_Two_Lives_of_Mattia_Pascal,https://en.wikipedia.org/wiki/Mario_Monicelli
19,When Father Was Away on Business,Отац на службеном путу,Emir Kusturica,Yugoslavia,1,cannes,1985,https://en.wikipedia.org/wiki/When_Father_Was_Away_on_Business,https://en.wikipedia.org/wiki/Emir_Kusturica
20,The Assassin of the Tsar,Tsareubiytsa,Karen Shakhnazarov,Soviet Union,0,cannes,1991,https://en.wikipedia.org/wiki/The_Assassin_of_the_Tsar,https://en.wikipedia.org/wiki/Karen_Shakhnazarov
21,Anna Karamazoff,N/A,Rustam Khamdamov,Soviet Union,0,cannes,1991,https://en.wikipedia.org/wiki/Anna_Karamazoff,https://en.wikipedia.org/wiki/Rustam_Khamdamov
22,Barton Fink,N/A,Joel Coen and Ethan Coen,United States,1,cannes,1991,https://en.wikipedia.org/wiki/Barton_Fink,https://en.wikipedia.org/wiki/Coen_brothers
23,La Belle Noiseuse,N/A,Jacques Rivette,France / Switzerland,0,cannes,1991,https://en.wikipedia.org/wiki/La_Belle_Noiseuse,https://en.wikipedia.org/wiki/Jacques_Rivette
24,Bix,N/A,Pupi Avati,Italy,0,cannes,1991,https://en.wikipedia.org/wiki/Bix_(film),https://en.wikipedia.org/wiki/Pupi_Avati
25,Cold Moon,Lune froide,Patrick Bouchitey,France,0,cannes,1991,https://en.wikipedia.org/wiki/Cold_Moon,https://en.wikipedia.org/wiki/Patrick_Bouchitey
26,The Double Life of Véronique,La double vie de Véronique,Krzysztof Kieślowski,Poland / France / Norway,0,cannes,1991,https://en.wikipedia.org/wiki/The_Double_Life_of_V%C3%A9ronique,https://en.wikipedia.org/wiki/Krzysztof_Kie%C5%9Blowski
27,Europa,N/A,Lars von Trier,Denmark / France / Germany / Sweden / Switzerland,0,cannes,1991,https://en.wikipedia.org/wiki/Europa_(film),https://en.wikipedia.org/wiki/Lars_von_Trier
28,The Flesh,La carne,Marco Ferreri,Italy,0,cannes,1991,https://en.wikipedia.org/wiki/The_Flesh,https://en.wikipedia.org/wiki/Marco_Ferreri
29,Guilty by Suspicion,N/A,Irwin Winkler,United States / France,0,cannes,1991,https://en.wikipedia.org/wiki/Guilty_by_Suspicion,https://en.wikipedia.org/wiki/Irwin_Winkler
30,Homicide,N/A,David Mamet,United States,0,cannes,1991,https://en.wikipedia.org/wiki/Homicide_(1991_film),https://en.wikipedia.org/wiki/David_Mamet
31,Jungle Fever,N/A,Spike Lee,United States,0,cannes,1991,https://en.wikipedia.org/wiki/Jungle_Fever,https://en.wikipedia.org/wiki/Spike_Lee
32,Life on a String,Biān zǒu biān chàng,Chen Kaige,China,0,cannes,1991,https://en.wikipedia.org/wiki/Life_on_a_String_(film),https://en.wikipedia.org/wiki/Chen_Kaige
33,Malina,N/A,Werner Schroeter,Germany / Austria,0,cannes,1991,https://en.wikipedia.org/wiki/Malina_(film),https://en.wikipedia.org/wiki/Werner_Schroeter
34,Out of Life,Hors la vie,Maroun Bagdadi,France,0,cannes,1991,https://en.wikipedia.org/wiki/Out_of_Life,https://en.wikipedia.org/wiki/Maroun_Bagdadi
35,A Rage in Harlem,N/A,Bill Duke,United States,0,cannes,1991,https://en.wikipedia.org/wiki/A_Rage_in_Harlem_(film),https://en.wikipedia.org/wiki/Bill_Duke
36,The Suspended Step of the Stork,To meteoro vima tou pelargou,Theodoros Angelopoulos,Greece,0,cannes,1991,https://en.wikipedia.org/wiki/The_Suspended_Step_of_the_Stork,https://en.wikipedia.org/wiki/Theodoros_Angelopoulos
37,Van Gogh,N/A,Maurice Pialat,France,0,cannes,1991,https://en.wikipedia.org/wiki/Van_Gogh_(1991_film),https://en.wikipedia.org/wiki/Maurice_Pialat
38,The Yes Man,Il portaborse,Daniele Luchetti,Italy,0,cannes,1991,https://en.wikipedia.org/wiki/The_Yes_Man,https://en.wikipedia.org/wiki/Daniele_Luchetti
39,Body Snatchers,N/A,Abel Ferrara,United States,0,cannes,1993,https://en.wikipedia.org/wiki/Body_Snatchers_(1993_film),https://en.wikipedia.org/wiki/Abel_Ferrara
40,Broken Highway,N/A,Laurie McIness,Australia,0,cannes,1993,https://en.wikipedia.org/wiki/Broken_Highway,https://en.wikipedia.org/w/index.php?title=Laurie_McIness&action=edit&redlink=1
41,Dyuba-Dyuba,Дюба-Дюба,Aleksandr Khvan,Russia,0,cannes,1993,https://en.wikipedia.org/wiki/Dyuba-Dyuba,https://en.wikipedia.org/wiki/Aleksandr_Khvan
42,The Escort,La scorta,Ricky Tognazzi,Italy,0,cannes,1993,https://en.wikipedia.org/wiki/The_Escort_(1993_film),https://en.wikipedia.org/wiki/Ricky_Tognazzi
43,Falling Down,N/A,Joel Schumacher,United States,0,cannes,1993,https://en.wikipedia.org/wiki/Falling_Down,https://en.wikipedia.org/wiki/Joel_Schumacher
44,"Faraway, So Close!","In weiter Ferne, so nah!",Wim Wenders,Germany,0,cannes,1993,"https://en.wikipedia.org/wiki/Faraway,_So_Close!",https://en.wikipedia.org/wiki/Wim_Wenders
45,Farewell My Concubine,霸王别姬,Chen Kaige,China,1,cannes,1993,https://en.wikipedia.org/wiki/Farewell_My_Concubine_(film),https://en.wikipedia.org/wiki/Chen_Kaige
46,Fiorile,N/A,Paolo and Vittorio Taviani,Italy,0,cannes,1993,https://en.wikipedia.org/wiki/Fiorile,https://en.wikipedia.org/wiki/Paolo_and_Vittorio_Taviani
47,Frauds,N/A,Stephan Elliott,Australia,0,cannes,1993,https://en.wikipedia.org/wiki/Frauds_(film),https://en.wikipedia.org/wiki/Stephan_Elliott
48,Friends,N/A,Elaine Proctor,South Africa,0,cannes,1993,https://en.wikipedia.org/wiki/Friends_(1993_film),https://en.wikipedia.org/wiki/Elaine_Proctor
49,King of the Hill,N/A,Steven Soderbergh,United States,0,cannes,1993,https://en.wikipedia.org/wiki/King_of_the_Hill_(film),https://en.wikipedia.org/wiki/Steven_Soderbergh
50,Libera me,N/A,Alain Cavalier,France,0,cannes,1993,https://en.wikipedia.org/wiki/Libera_me_(1993_film),https://en.wikipedia.org/wiki/Alain_Cavalier
51,"Louis, the Child King","Louis, enfant roi",Roger Planchon,France,0,cannes,1993,"https://en.wikipedia.org/wiki/Louis,_the_Child_King",https://en.wikipedia.org/wiki/Roger_Planchon
52,Magnificat,N/A,Pupi Avati,Italy,0,cannes,1993,https://en.wikipedia.org/wiki/Magnificat_(film),https://en.wikipedia.org/wiki/Pupi_Avati
53,The Man by the Shore,L'Homme sur les quais,Raoul Peck,Haiti,0,cannes,1993,https://en.wikipedia.org/wiki/The_Man_by_the_Shore,https://en.wikipedia.org/wiki/Raoul_Peck
54,Mazeppa,N/A,Bartabas,France,0,cannes,1993,https://en.wikipedia.org/wiki/Mazeppa_(film),https://en.wikipedia.org/wiki/Bartabas
55,Much Ado About Nothing,N/A,Kenneth Branagh,UK,0,cannes,1993,https://en.wikipedia.org/wiki/Much_Ado_About_Nothing_(1993_film),https://en.wikipedia.org/wiki/Kenneth_Branagh
56,My Favorite Season,Ma saison préférée,André Téchiné,France,0,cannes,1993,https://en.wikipedia.org/wiki/My_Favorite_Season,https://en.wikipedia.org/wiki/Andr%C3%A9_T%C3%A9chin%C3%A9
57,Naked,N/A,Mike Leigh,UK,0,cannes,1993,https://en.wikipedia.org/wiki/Naked_(1993_film),https://en.wikipedia.org/wiki/Mike_Leigh
58,The Piano,N/A,Jane Campion,New Zealand,1,cannes,1993,https://en.wikipedia.org/wiki/The_Piano,https://en.wikipedia.org/wiki/Jane_Campion
59,The Puppetmaster,戲夢人生  / Ximeng,Hou Hsiao-hsien,Taiwan,0,cannes,1993,https://en.wikipedia.org/wiki/The_Puppetmaster_(film),https://en.wikipedia.org/wiki/Hou_Hsiao-hsien
60,Raining Stones,N/A,Ken Loach,UK,0,cannes,1993,https://en.wikipedia.org/wiki/Raining_Stones,https://en.wikipedia.org/wiki/Ken_Loach
61,Splitting Heirs,N/A,Robert Young,UK,0,cannes,1993,https://en.wikipedia.org/wiki/Splitting_Heirs,https://en.wikipedia.org/wiki/Robert_Young_(director)
62,Assia and the Hen with the Golden Eggs,Kurochka Ryaba,Andrei Konchalovsky,Russia,0,cannes,1994,https://en.wikipedia.org/wiki/Assia_and_the_Hen_with_the_Golden_Eggs,https://en.wikipedia.org/wiki/Andrei_Konchalovsky
63,Barnabo of the Mountains,Barnabo delle montagne,Mario Brenta,Italy,0,cannes,1994,https://en.wikipedia.org/wiki/Barnabo_of_the_Mountains,https://en.wikipedia.org/wiki/Mario_Brenta
64,The Browning Version,N/A,Mike Figgis,United Kingdom,0,cannes,1994,https://en.wikipedia.org/wiki/The_Browning_Version_(1994_film),https://en.wikipedia.org/wiki/Mike_Figgis
65,Burnt by the Sun,Utomlyonnye solntsem,Nikita Mikhalkov,Russia / France,0,cannes,1994,https://en.wikipedia.org/wiki/Burnt_by_the_Sun,https://en.wikipedia.org/wiki/Nikita_Mikhalkov
66,A Confucian Confusion,獨立時代  / Du li shi dai,Edward Yang,Taiwan,0,cannes,1994,https://en.wikipedia.org/wiki/A_Confucian_Confusion,https://en.wikipedia.org/wiki/Edward_Yang
67,Dead Tired,Grosse Fatigue,Michel Blanc,France,0,cannes,1994,https://en.wikipedia.org/wiki/Dead_Tired,https://en.wikipedia.org/wiki/Michel_Blanc
68,Dear Diary,Caro diario,Nanni Moretti,Italy / France,0,cannes,1994,https://en.wikipedia.org/wiki/Caro_diario,https://en.wikipedia.org/wiki/Nanni_Moretti
69,Exotica,N/A,Atom Egoyan,Canada,0,cannes,1994,https://en.wikipedia.org/wiki/Exotica_(film),https://en.wikipedia.org/wiki/Atom_Egoyan
70,The Hudsucker Proxy,N/A,Joel Coen,U.K. / U.S.A,0,cannes,1994,https://en.wikipedia.org/wiki/The_Hudsucker_Proxy,https://en.wikipedia.org/wiki/Joel_Coen
71,To Live,Huozhe,Zhang Yimou,China,0,cannes,1994,https://en.wikipedia.org/wiki/To_Live_(1994_film),https://en.wikipedia.org/wiki/Zhang_Yimou
72,Mrs. Parker and the Vicious Circle,N/A,Alan Rudolph,United States,0,cannes,1994,https://en.wikipedia.org/wiki/Mrs._Parker_and_the_Vicious_Circle,https://en.wikipedia.org/wiki/Alan_Rudolph
73,My Own,Swaham,Shaji N. Karun,India,0,cannes,1994,https://en.wikipedia.org/wiki/Swaham,https://en.wikipedia.org/wiki/Shaji_N._Karun
74,The Patriots,Les patriotes,Éric Rochant,France,0,cannes,1994,https://en.wikipedia.org/wiki/The_Patriots_(film),https://en.wikipedia.org/wiki/%C3%89ric_Rochant
75,Pulp Fiction,N/A,Quentin Tarantino,United States,1,cannes,1994,https://en.wikipedia.org/wiki/Pulp_Fiction,https://en.wikipedia.org/wiki/Quentin_Tarantino
76,A Pure Formality,Una pura formalità,Giuseppe Tornatore,Italy / France,0,cannes,1994,https://en.wikipedia.org/wiki/A_Pure_Formality,https://en.wikipedia.org/wiki/Giuseppe_Tornatore
77,Queen Margot,La Reine Margot,Patrice Chéreau,France,0,cannes,1994,https://en.wikipedia.org/wiki/Queen_Margot_(1994_film),https://en.wikipedia.org/wiki/Patrice_Ch%C3%A9reau
78,The Queen of the Night,La reina de la noche,Arturo Ripstein,Mexico,0,cannes,1994,https://en.wikipedia.org/wiki/The_Queen_of_the_Night,https://en.wikipedia.org/wiki/Arturo_Ripstein
79,Rice People,Neak sre,Rithy Panh,Cambodia,0,cannes,1994,https://en.wikipedia.org/wiki/Rice_People,https://en.wikipedia.org/wiki/Rithy_Panh
80,Three Colours: Red,Trois couleurs: Rouge,Krzysztof Kieślowski,France/ Poland/ Swiss,0,cannes,1994,https://en.wikipedia.org/wiki/Three_Colours:_Red,https://en.wikipedia.org/wiki/Krzysztof_Kie%C5%9Blowski
81,Through the Olive Trees,Zire darakhatan zeyton,Abbas Kiarostami,Iran,0,cannes,1994,https://en.wikipedia.org/wiki/Through_the_Olive_Trees,https://en.wikipedia.org/wiki/Abbas_Kiarostami
82,An Unforgettable Summer,Un été inoubliable,Lucian Pintilie,Romania / France,0,cannes,1994,https://en.wikipedia.org/wiki/An_Unforgettable_Summer,https://en.wikipedia.org/wiki/Lucian_Pintilie
83,The Violin Player,Le joueur de violon,Charles Van Damme,France / Belgium,0,cannes,1994,https://en.wikipedia.org/wiki/The_Violin_Player_(film),https://en.wikipedia.org/wiki/Charles_Van_Damme
84,The Whores,Le buttane,Aurelio Grimaldi,Italy,0,cannes,1994,https://en.wikipedia.org/wiki/The_Whores,https://en.wikipedia.org/wiki/Aurelio_Grimaldi
85,"4 Months, 3 Weeks and 2 Days","4 luni, 3 săptămâni şi 2 zile",Cristian Mungiu,Romania,1,cannes,2007,"https://en.wikipedia.org/wiki/4_Months,_3_Weeks_and_2_Days",https://en.wikipedia.org/wiki/Cristian_Mungiu
86,Aleksandra,N/A,Alexander Sokurov,Russia,0,cannes,2007,https://en.wikipedia.org/wiki/Alexandra_(film),https://en.wikipedia.org/wiki/Alexander_Sokurov
87,The Banishment,Изгнание (Izgnanie),Andrey Zvyagintsev,Russia,0,cannes,2007,https://en.wikipedia.org/wiki/The_Banishment,https://en.wikipedia.org/wiki/Andrey_Zvyagintsev_(director)
88,Breath,숨 (Soom),Kim Ki-duk,South Korea,0,cannes,2007,https://en.wikipedia.org/wiki/Breath_(2007_film),https://en.wikipedia.org/wiki/Kim_Ki-duk
89,Death Proof,N/A,Quentin Tarantino,United States,0,cannes,2007,https://en.wikipedia.org/wiki/Death_Proof,https://en.wikipedia.org/wiki/Quentin_Tarantino
90,The Diving Bell and the Butterfly,Le scaphandre et le papillon,Julian Schnabel,France,0,cannes,2007,https://en.wikipedia.org/wiki/The_Diving_Bell_and_the_Butterfly_(film),https://en.wikipedia.org/wiki/Julian_Schnabel
91,The Edge of Heaven,Auf der anderen Seite,Fatih Akın,Germany,0,cannes,2007,https://en.wikipedia.org/wiki/The_Edge_of_Heaven_(film),https://en.wikipedia.org/wiki/Fatih_Ak%C4%B1n
92,Import Export,N/A,Ulrich Seidl,Austria,0,cannes,2007,https://en.wikipedia.org/wiki/Import_Export,https://en.wikipedia.org/wiki/Ulrich_Seidl
93,The Last Mistress,Une vieille maîtresse,Catherine Breillat,France,0,cannes,2007,https://en.wikipedia.org/wiki/The_Last_Mistress,https://en.wikipedia.org/wiki/Catherine_Breillat
94,Love Songs,Les chansons d'amour,Christophe Honoré,France,0,cannes,2007,https://en.wikipedia.org/wiki/Love_Songs_(2007_film),https://en.wikipedia.org/wiki/Christophe_Honor%C3%A9
95,The Man from London,A londoni férfi,Béla Tarr,Hungary,0,cannes,2007,https://en.wikipedia.org/wiki/The_Man_from_London,https://en.wikipedia.org/wiki/B%C3%A9la_Tarr
96,The Mourning Forest,殯の森 (Mogari no mori),Naomi Kawase,Japan,0,cannes,2007,https://en.wikipedia.org/wiki/The_Mourning_Forest,https://en.wikipedia.org/wiki/Naomi_Kawase
97,My Blueberry Nights,N/A,Wong Kar-wai,Hong Kong,0,cannes,2007,https://en.wikipedia.org/wiki/My_Blueberry_Nights,https://en.wikipedia.org/wiki/Wong_Kar-wai
98,No Country for Old Men,N/A,Joel and Ethan Coen,United States,0,cannes,2007,https://en.wikipedia.org/wiki/No_Country_for_Old_Men_(film),https://en.wikipedia.org/wiki/Coen_brothers
99,Paranoid Park,N/A,Gus Van Sant,United States,0,cannes,2007,https://en.wikipedia.org/wiki/Paranoid_Park_(film),https://en.wikipedia.org/wiki/Gus_Van_Sant
100,Persepolis,N/A,Marjane Satrapi & Vincent Paronnaud,France,0,cannes,2007,https://en.wikipedia.org/wiki/Persepolis_(film),https://en.wikipedia.org/wiki/Marjane_Satrapi https://en.wikipedia.org/wiki/Vincent_Paronnaud
101,Promise Me This,Завет (Zavet),Emir Kusturica,Serbia,0,cannes,2007,https://en.wikipedia.org/wiki/Promise_Me_This,https://en.wikipedia.org/wiki/Emir_Kusturica
102,Secret Sunshine,밀양 (Milyang),Lee Chang-dong,South Korea,0,cannes,2007,https://en.wikipedia.org/wiki/Secret_Sunshine,https://en.wikipedia.org/wiki/Lee_Chang-dong
103,Silent Light,Stellet licht,Carlos Reygadas,Mexico,0,cannes,2007,https://en.wikipedia.org/wiki/Silent_Light,https://en.wikipedia.org/wiki/Carlos_Reygadas
104,Tehilim,N/A,Raphaël Nadjari,Israel,0,cannes,2007,https://en.wikipedia.org/wiki/Tehilim_(film),https://en.wikipedia.org/wiki/Rapha%C3%ABl_Nadjari
105,We Own the Night,N/A,James Gray,United States,0,cannes,2007,https://en.wikipedia.org/wiki/We_Own_the_Night_(film),https://en.wikipedia.org/wiki/James_Gray_(film_director)
106,Zodiac,N/A,David Fincher,United States,0,cannes,2007,https://en.wikipedia.org/wiki/Zodiac_(film),https://en.wikipedia.org/wiki/David_Fincher
107,24 City,二十四城记/二十四城記 (Er shi si cheng ji),Jia Zhangke,China,0,cannes,2008,https://en.wikipedia.org/wiki/24_City,https://en.wikipedia.org/wiki/Jia_Zhangke
108,Adoration,N/A,Atom Egoyan,Canada,0,cannes,2008,https://en.wikipedia.org/wiki/Adoration_(2008_film),https://en.wikipedia.org/wiki/Atom_Egoyan
109,Blindness,N/A,Fernando Meirelles,Brazil,0,cannes,2008,https://en.wikipedia.org/wiki/Blindness_(2008_film),https://en.wikipedia.org/wiki/Fernando_Meirelles
110,Changeling,N/A,Clint Eastwood,United States,0,cannes,2008,https://en.wikipedia.org/wiki/Changeling_(film),https://en.wikipedia.org/wiki/Clint_Eastwood
111,Che,N/A,Steven Soderbergh,United States,0,cannes,2008,https://en.wikipedia.org/wiki/Che_(2008_film),https://en.wikipedia.org/wiki/Steven_Soderbergh
112,A Christmas Tale,Un conte de Noël,Arnaud Desplechin,France,0,cannes,2008,https://en.wikipedia.org/wiki/A_Christmas_Tale,https://en.wikipedia.org/wiki/Arnaud_Desplechin
113,The Class,Entre les murs,Laurent Cantet,France,1,cannes,2008,https://en.wikipedia.org/wiki/The_Class_(2008_film),https://en.wikipedia.org/wiki/Laurent_Cantet
114,Delta,N/A,Kornél Mundruczó,Hungary,0,cannes,2008,https://en.wikipedia.org/wiki/Delta_(2008_film),https://en.wikipedia.org/wiki/Korn%C3%A9l_Mundrucz%C3%B3
115,Il Divo,N/A,Paolo Sorrentino,Italy,0,cannes,2008,https://en.wikipedia.org/wiki/Il_Divo_(film),https://en.wikipedia.org/wiki/Paolo_Sorrentino
116,Frontier of Dawn,La frontière de l'aube,Philippe Garrel,France,0,cannes,2008,https://en.wikipedia.org/wiki/La_fronti%C3%A8re_de_l%27aube,https://en.wikipedia.org/wiki/Philippe_Garrel
117,Gomorrah,Gomorra,Matteo Garrone,Italy,0,cannes,2008,https://en.wikipedia.org/wiki/Gomorra_(film),https://en.wikipedia.org/wiki/Matteo_Garrone
118,The Headless Woman,La mujer sin cabeza,Lucrecia Martel,Argentina,0,cannes,2008,https://en.wikipedia.org/wiki/The_Headless_Woman_(2008_film),https://en.wikipedia.org/wiki/Lucrecia_Martel
119,Leonera,N/A,Pablo Trapero,Argentina,0,cannes,2008,https://en.wikipedia.org/wiki/Leonera,https://en.wikipedia.org/wiki/Pablo_Trapero
120,Linha de Passe,N/A,Walter Salles and Daniela Thomas,Brazil,0,cannes,2008,https://en.wikipedia.org/wiki/Linha_de_Passe,https://en.wikipedia.org/wiki/Walter_Salles https://en.wikipedia.org/wiki/Daniela_Thomas
121,My Magic,N/A,Eric Khoo,Singapore,0,cannes,2008,https://en.wikipedia.org/wiki/My_Magic,https://en.wikipedia.org/wiki/Eric_Khoo
122,Palermo Shooting,N/A,Wim Wenders,Germany,0,cannes,2008,https://en.wikipedia.org/wiki/Palermo_Shooting,https://en.wikipedia.org/wiki/Wim_Wenders
123,Service,Serbis,Brillante Mendoza,Philippines,0,cannes,2008,https://en.wikipedia.org/wiki/Service_(film),https://en.wikipedia.org/wiki/Brillante_Mendoza
124,Lorna's Silence,Le silence de Lorna,Jean-Pierre and Luc Dardenne,Belgium,0,cannes,2008,https://en.wikipedia.org/wiki/Lorna%27s_Silence,https://en.wikipedia.org/wiki/Dardenne_brothers https://en.wikipedia.org/wiki/Dardenne_brothers
125,"Synecdoche, New York",N/A,Charlie Kaufman,United States,0,cannes,2008,"https://en.wikipedia.org/wiki/Synecdoche,_New_York",https://en.wikipedia.org/wiki/Charlie_Kaufman
126,Three Monkeys,Üç Maymun,Nuri Bilge Ceylan,Turkey,0,cannes,2008,https://en.wikipedia.org/wiki/Three_Monkeys,https://en.wikipedia.org/wiki/Nuri_Bilge_Ceylan
127,Two Lovers,N/A,James Gray,United States,0,cannes,2008,https://en.wikipedia.org/wiki/Two_Lovers_(2008_film),https://en.wikipedia.org/wiki/James_Gray_(film_director)
128,Waltz with Bashir,ואלס עם באשיר (Vals Am Bashir),Ari Folman,Israel,0,cannes,2008,https://en.wikipedia.org/wiki/Waltz_with_Bashir,https://en.wikipedia.org/wiki/Ari_Folman
129,Antichrist,N/A,Lars von Trier,Denmark,0,cannes,2009,https://en.wikipedia.org/wiki/Antichrist_(film),https://en.wikipedia.org/wiki/Lars_von_Trier
130,Bright Star,N/A,Jane Campion,United Kingdom,0,cannes,2009,https://en.wikipedia.org/wiki/Bright_Star_(film),https://en.wikipedia.org/wiki/Jane_Campion
131,Broken Embraces,Los abrazos rotos,Pedro Almodóvar,Spain,0,cannes,2009,https://en.wikipedia.org/wiki/Broken_Embraces,https://en.wikipedia.org/wiki/Pedro_Almod%C3%B3var
132,Butchered,Kinatay,Brillante Mendoza,Philippines,0,cannes,2009,https://en.wikipedia.org/wiki/Kinatay,https://en.wikipedia.org/wiki/Brillante_Mendoza
133,Enter the Void,Soudain le vide,Gaspar Noé,France,0,cannes,2009,https://en.wikipedia.org/wiki/Enter_the_Void,https://en.wikipedia.org/wiki/Gaspar_No%C3%A9
134,Face,Visage,Tsai Ming-liang,Taiwan,0,cannes,2009,https://en.wikipedia.org/wiki/Face_(2009_film),https://en.wikipedia.org/wiki/Tsai_Ming-liang
135,Fish Tank,N/A,Andrea Arnold,United Kingdom,0,cannes,2009,https://en.wikipedia.org/wiki/Fish_Tank_(film),https://en.wikipedia.org/wiki/Andrea_Arnold
136,Inglourious Basterds,N/A,Quentin Tarantino,United States,0,cannes,2009,https://en.wikipedia.org/wiki/Inglourious_Basterds,https://en.wikipedia.org/wiki/Quentin_Tarantino
137,In the Beginning,À l'origine,Xavier Giannoli,France,0,cannes,2009,https://en.wikipedia.org/wiki/In_the_Beginning_(2009_film),https://en.wikipedia.org/wiki/Xavier_Giannoli
138,Looking for Eric,N/A,Ken Loach,United Kingdom,0,cannes,2009,https://en.wikipedia.org/wiki/Looking_for_Eric,https://en.wikipedia.org/wiki/Ken_Loach
139,Map of the Sounds of Tokyo,Mapa de los sonidos de Tokyo,Isabel Coixet,Spain,0,cannes,2009,https://en.wikipedia.org/wiki/Map_of_the_Sounds_of_Tokyo,https://en.wikipedia.org/wiki/Isabel_Coixet
140,A Prophet,Un prophète,Jacques Audiard,France,0,cannes,2009,https://en.wikipedia.org/wiki/A_Prophet,https://en.wikipedia.org/wiki/Jacques_Audiard
141,Spring Fever,春风沉醉的晚上 Chūn fēng chén zuì de wǎn shàng,Lou Ye,China,0,cannes,2009,https://en.wikipedia.org/wiki/Spring_Fever_(2009_film),https://en.wikipedia.org/wiki/Lou_Ye
142,Taking Woodstock,N/A,Ang Lee,United States,0,cannes,2009,https://en.wikipedia.org/wiki/Taking_Woodstock,https://en.wikipedia.org/wiki/Ang_Lee
143,Thirst,박쥐 Bakjwi,Park Chan-wook,South Korea,0,cannes,2009,https://en.wikipedia.org/wiki/Thirst_(2009_film),https://en.wikipedia.org/wiki/Park_Chan-wook
144,The Time That Remains,N/A,Elia Suleiman,Palestine,0,cannes,2009,https://en.wikipedia.org/wiki/The_Time_That_Remains,https://en.wikipedia.org/wiki/Elia_Suleiman
145,Wild Grass,Les herbes folles,Alain Resnais,France,0,cannes,2009,https://en.wikipedia.org/wiki/Wild_Grass,https://en.wikipedia.org/wiki/Alain_Resnais
146,Vincere,N/A,Marco Bellocchio,Italy,0,cannes,2009,https://en.wikipedia.org/wiki/Vincere,https://en.wikipedia.org/wiki/Marco_Bellocchio
147,Vengeance,復仇 Fuk sau,Johnnie To,Hong Kong,0,cannes,2009,https://en.wikipedia.org/wiki/Vengeance_(2009_film),https://en.wikipedia.org/wiki/Johnnie_To
148,The White Ribbon,Das weiße Band,Michael Haneke,Austria,1,cannes,2009,https://en.wikipedia.org/wiki/The_White_Ribbon,https://en.wikipedia.org/wiki/Michael_Haneke
149,Another Year,N/A,Mike Leigh,United Kingdom,0,cannes,2010,https://en.wikipedia.org/wiki/Another_Year_(film),https://en.wikipedia.org/wiki/Mike_Leigh
150,Biutiful,N/A,Alejandro González Iñárritu,Mexico,0,cannes,2010,https://en.wikipedia.org/wiki/Biutiful,https://en.wikipedia.org/wiki/Alejandro_Gonz%C3%A1lez_I%C3%B1%C3%A1rritu
151,Burnt by the Sun 2,Утомлённые солнцем 2  Utomlyonnye solncem 2,Nikita Mikhalkov,Russia,0,cannes,2010,https://en.wikipedia.org/wiki/Burnt_by_the_Sun_2,https://en.wikipedia.org/wiki/Nikita_Mikhalkov
152,Certified Copy,Copie conforme,Abbas Kiarostami,France,0,cannes,2010,https://en.wikipedia.org/wiki/Certified_Copy_(film),https://en.wikipedia.org/wiki/Abbas_Kiarostami
153,Chongqing Blues,日照重慶  Rizhao Chongqing,Wang Xiaoshuai,China,0,cannes,2010,https://en.wikipedia.org/wiki/Chongqing_Blues,https://en.wikipedia.org/wiki/Wang_Xiaoshuai
154,Fair Game,N/A,Doug Liman,United States,0,cannes,2010,https://en.wikipedia.org/wiki/Fair_Game_(2010_film),https://en.wikipedia.org/wiki/Doug_Liman
155,The Housemaid,하녀  Ha-nyeo,Im Sang-soo,South Korea,0,cannes,2010,https://en.wikipedia.org/wiki/The_Housemaid_(2010_film),https://en.wikipedia.org/wiki/Im_Sang-soo
156,My Joy,Счастье моё  Schastye moyo,Sergei Loznitsa,Ukraine,0,cannes,2010,https://en.wikipedia.org/wiki/My_Joy,https://en.wikipedia.org/wiki/Sergei_Loznitsa
157,Of Gods and Men,Des hommes et des dieux,Xavier Beauvois,France,0,cannes,2010,https://en.wikipedia.org/wiki/Of_Gods_and_Men_(film),https://en.wikipedia.org/wiki/Xavier_Beauvois
158,On Tour,Tournée,Mathieu Amalric,France,0,cannes,2010,https://en.wikipedia.org/wiki/On_Tour_(2010_film),https://en.wikipedia.org/wiki/Mathieu_Amalric
159,Our Life,La nostra vita,Daniele Luchetti,Italy,0,cannes,2010,https://en.wikipedia.org/wiki/La_nostra_vita,https://en.wikipedia.org/wiki/Daniele_Luchetti
160,Outrage,アウトレイジ  Autoreiji,Takeshi Kitano,Japan,0,cannes,2010,https://en.wikipedia.org/wiki/Outrage_(2010_film),https://en.wikipedia.org/wiki/Takeshi_Kitano
161,Outside the Law,Hors-la-loi,Rachid Bouchareb,Algeria,0,cannes,2010,https://en.wikipedia.org/wiki/Outside_the_Law_(2010_film),https://en.wikipedia.org/wiki/Rachid_Bouchareb
162,Poetry,시  Shi,Lee Chang-dong,South Korea,0,cannes,2010,https://en.wikipedia.org/wiki/Poetry_(film),https://en.wikipedia.org/wiki/Lee_Chang-dong
163,The Princess of Montpensier,La princesse de Montpensier,Bertrand Tavernier,France,0,cannes,2010,https://en.wikipedia.org/wiki/The_Princess_of_Montpensier,https://en.wikipedia.org/wiki/Bertrand_Tavernier
164,Route Irish,N/A,Ken Loach,United Kingdom,0,cannes,2010,https://en.wikipedia.org/wiki/Route_Irish_(film),https://en.wikipedia.org/wiki/Ken_Loach
